_id,id,pin,address,owner,parc_sq_ft,class,zoned_as,inventory_type,current_status,acquisition_method,acquisition_date,last_updated,latitude,longitude,census_tract,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
4043491,171936,0009M00090000000,1703 CLIFF ST,City of Pittsburgh,2340,Vacant Land,RM-M,Potential Greenway,Hold for Study,Treasurer Sale,1969-06-02,2024-10-17,40.4459489977,-79.9868268505,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
4043492,184535,0027C00082000000,4331  DAKOTA,City of Pittsburgh,1973,Vacant Land,R2-L,Public Sale,Sale Pending,Unknown,2009-07-31,2024-10-03,40.4526702086,-79.9556530496,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
4043493,1011448,0027E00036000000,2901 CENTRE AVE,City of Pittsburgh,1566,Vacant Land,LNC,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2024-10-15,40.4487981422,-79.9653072679,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
4043494,1011449,0027E00037000000,2903 CENTRE AVE,City of Pittsburgh,1471,Vacant Land,LNC,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2024-10-15,40.4488419155,-79.9652486079,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
4043495,1011463,0050D00115000000,5369 WARBLE ST,City of Pittsburgh,1440,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2019-08-16,2024-10-18,40.4703134328,-79.9344909684,42003101600,Garfield,9,10,3-4,5,2,Central,Highland
4043496,550001,0050K00069000000,306  N MILLVALE AVE,City of Pittsburgh,,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2024-10-09,40.4672221392,-79.9446063633,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
4043497,1083223,0014A00267000000,34 MILLBRIDGE ST,City of Pittsburgh,2500,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2021-10-15,2024-10-14,40.4231772887,-79.9960788384,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
4043498,172535,0014C00280000001,943 MANTON WAY,City of Pittsburgh,3188,Vacant Land,,Public Sale,Sale Pending,Treasurer Sale,2010-10-22,2024-10-14,40.4215436552,-79.9901241136,,Allentown,3,18,4-6,3,4,Southern,Emerald
4043499,172541,0014C00354000000,939 MANTON WAY,City of Pittsburgh,1843,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2010-10-22,2024-10-14,40.4214697929,-79.9902999554,42003180300,Allentown,3,18,4-6,3,4,Southern,Emerald
4043500,172740,0015S00052000000,417 MICHIGAN ST,City of Pittsburgh,2562,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,1994-09-26,2024-10-04,40.4161098691,-79.9995789995,42003562400,Beltzhoover,3,18,4-21,3,4,Southern,McKinley
4043501,173298,0022B00251000000,1233 STRANMORE ST,City of Pittsburgh,2466,Vacant Land,R1A-M,Public Sale,Hold for Study,Treasurer Sale,1989-09-18,2024-10-14,40.4604953845,-80.0255267956,42003250700,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
4043502,184269,0023F00128000000,239  E JEFFERSON ST,City of Pittsburgh,930,Vacant Land,R1A-VH,Public Sale,Sale Pending,Treasurer Sale,2013-04-26,2024-10-03,40.4588094715,-80.0111987844,42003250300,Central Northside,1,25,1-21,1,1,Northern,Riverview
4043503,1240085,0046A00049000000,0 NORWOOD AVE,City of Pittsburgh,3000,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2023-06-16,2024-10-23,40.4721512001,-80.0130230739,42003261500,Perry South,6,26,1-23,1,1,Northern,Riverview
4043504,183758,0090R00255000000,1637  MARYLIN ST,City of Pittsburgh,5500,Vacant Land,R1D-L,Public Sale,Sale Pending,,,2024-10-07,40.394735897009774,-79.92069296049014,42003310300,New Homestead,5,31,4-20,4,4,Eastern,Frick
4043505,1104054,0010G00181000000,0 WEBSTER AVE,City of Pittsburgh,1537,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4491431254,-79.9731667319,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
4043506,1104055,0010G00182000000,0 DUFF ST,City of Pittsburgh,808,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4490260721,-79.9730926134,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
4043507,1104056,0010L00104000000,0 WYLIE AVE,City of Pittsburgh,966,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4467806249,-79.9743039204,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
4043508,549964,0027B00267000000,753  CHEROKEE ST,City of Pittsburgh,,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2022-12-22,40.4518201769,-79.9613197386,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
4043509,954463,0050K00043000000,0 JORDAN WAY,City of Pittsburgh,1100,Vacant Land,R1D-H,Public Sale,Sale Pending,,1983-09-14,2022-12-22,40.4670584215,-79.9432807259,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
4043510,1104058,0120K00200000000,6004 SAWYER ST,City of Pittsburgh,3540,Building,H,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4860951545,-79.9418971416,42003101800,Stanton Heights,7,10,3-7,5,2,Central,Highland
4043511,1104059,0121B00032000000,6728 BUTLER ST,City of Pittsburgh,2000,Building,H,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4892789062,-79.9275222826,42003101400,Morningside,7,10,3-7,5,2,Central,Highland
4043512,1104063,0174N00155000000,7134 HAMILTON AVE,City of Pittsburgh,2789,Building,R1A-M,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4545519333,-79.8983165393,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
4043513,1104109,0135D00020000000,0 CALERA ST,City of Pittsburgh,3782,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.3831262008,-79.9331122513,42003562900,Hays,5,31,4-20,4,4,Eastern,Frick
4043514,1104073,0020K00028000000,1225 CHARTIERS AVE,City of Pittsburgh,126324,Building,P,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.446052951,-80.0445759112,42003281400,Crafton Heights,2,20,1-17,6,5,Northern,Emerald
4043515,1104074,0043S00018000000,200 SAGAMORE ST,City of Pittsburgh,3000,Building,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4637755433,-80.0533353881,42003562500,Esplen,2,20,1-27,6,5,Northern,Emerald
4043516,1104075,0043S00026000000,0 SAGAMORE ST,City of Pittsburgh,3000,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4632653533,-80.0534358284,42003562500,Esplen,2,20,1-27,6,5,Northern,Emerald
4043517,1104076,0043S00029000000,0 SAGAMORE ST,City of Pittsburgh,6000,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4633618141,-80.0531500451,42003562500,Esplen,2,20,1-27,6,5,Northern,Emerald
4043518,1104077,0043S00088000000,0 W CARSON ST,City of Pittsburgh,1452,Vacant Land,UI,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4638322292,-80.0529586404,42003562500,Esplen,2,20,1-27,6,5,Northern,Emerald
4043519,1104078,0043S00089000000,0 W CARSON ST,City of Pittsburgh,1654,Vacant Land,UI,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4637745257,-80.0529214532,42003562500,Esplen,2,20,1-27,6,5,Northern,Emerald
4043520,1104079,0024J00263000000,0 SPRING GARDEN AVE,City of Pittsburgh,1132,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4574312728,-79.9962905971,42003563200,East Allegheny,1,23,1-5,1,1,Northern,Riverview
4043521,1104080,0024B00231000000,1112 HIGH ST,City of Pittsburgh,7074,Building,R1D-M,PLB Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4606587441,-79.9932066232,42003241200,Spring Garden,1,24,1-5,1,1,Northern,Riverview
4043522,1104081,0024B00265000000,1134 HIGH ST,City of Pittsburgh,980,Building,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4605685068,-79.9922843596,42003241200,Spring Garden,1,24,1-5,1,1,Northern,Riverview
4043523,1104082,0024B00279000000,1104 HIGH ST,City of Pittsburgh,3475,Building,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4604312983,-79.9934519983,42003241200,Spring Garden,1,24,1-5,1,1,Northern,Riverview
4043524,1104085,0024C00174000000,0 SPRING GARDEN AVE,City of Pittsburgh,1500,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4604786525,-79.990423946,42003241200,Spring Garden,1,24,1-5,1,1,Northern,Riverview
4043525,1104087,0046N00197000000,2117 WILSON AVE,City of Pittsburgh,3960,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4641676106,-80.0127709908,42003261400,Perry South,6,25,1-10,1,1,Northern,Riverview
4043526,1104088,0046N00202000000,0 WILSON AVE,City of Pittsburgh,2448,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.46441015,-80.0128225762,42003261400,Perry South,6,25,1-10,1,1,Northern,Riverview
4043527,1104089,0046P00276000000,1945 LETSCHE ST,City of Pittsburgh,4416,Building,R1D-L,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4637149534,-80.0090044685,42003250900,Fineview,6,25,1-10,1,1,Northern,Riverview
4043528,1104090,0046R00196000000,1930 MEADVILLE ST,City of Pittsburgh,8000,Building,R1D-L,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4633929064,-80.0057470718,42003250900,Fineview,1,25,1-10,1,1,Northern,Riverview
4043529,1104094,0046F00093000000,40 W MCINTYRE AVE,City of Pittsburgh,3325,Building,H,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4688618306,-80.010911508,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
4043530,1104095,0046J00026000000,0 CHESTER AVE,City of Pittsburgh,3125,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4668024994,-80.0160530475,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
4043531,1104091,0046B00049000000,207 PUSEY ST,City of Pittsburgh,4464,Building,H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4720473859,-80.0089983392,42003261500,Perry South,6,26,1-23,1,1,Northern,Riverview
4043532,1104092,0046B00056000000,2644 PERRYSVILLE AVE,City of Pittsburgh,14451,Building,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4718950392,-80.0097397912,42003261500,Perry South,6,26,1-23,1,1,Northern,Riverview
4043533,1104093,0046B00194000000,0 ELLZEY ST,City of Pittsburgh,3000,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4712815095,-80.0104320784,42003261500,Perry South,6,26,1-23,1,1,Northern,Riverview
4043534,1104096,0077N00105000000,0 KENNEDY AVE,City of Pittsburgh,2500,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4739427257,-80.012360104,42003261500,Perry South,1,26,1-23,1,1,Northern,Riverview
4043535,1104097,0077N00106000000,0 KENNEDY AVE,City of Pittsburgh,2500,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4739387523,-80.0124470506,42003261500,Perry South,1,26,1-23,1,1,Northern,Riverview
4043536,1104098,0077N00107000000,0 KENNEDY AVE,City of Pittsburgh,2500,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.47393762,-80.0125387946,42003261500,Perry South,1,26,1-23,1,1,Northern,Riverview
4043537,1104099,0077P00374000000,0 KENNEDY AVE,City of Pittsburgh,3750,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4739689276,-80.0114571133,42003261500,Perry South,1,26,1-23,1,1,Northern,Riverview
4043538,1104100,0077P00375000000,0 KENNEDY AVE,City of Pittsburgh,2549,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4739663175,-80.0115727292,42003261500,Perry South,1,26,1-23,1,1,Northern,Riverview
4043539,1104101,0077P00376000000,231 KENNEDY AVE,City of Pittsburgh,2451,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4739630212,-80.0116669052,42003261500,Perry South,1,26,1-23,1,1,Northern,Riverview
4043540,1104068,0032F00144000000,0 MOUNTAIN AVE,City of Pittsburgh,10960,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4094700345,-79.9771389481,42003561700,St. Clair,3,16,4-8,3,4,Southern,McKinley
4043541,172591,0014J00162000000,618 BELTZHOOVER AVE,City of Pittsburgh,2670,Building,R2-H,Public Sale,Sale Pending,Treasurer Sale,2006-12-04,2022-12-30,40.41679793,-79.9974949842,42003562400,Beltzhoover,3,18,4-21,3,4,Southern,McKinley
4043542,1104104,0014J00015000000,0 CHARLES ST,City of Pittsburgh,3750,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4166145288,-79.9966598584,42003300100,Knoxville,3,30,4-21,3,4,Southern,McKinley
4043543,1104105,0014J00034000000,0 JUCUNDA ST,City of Pittsburgh,6097,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4169733479,-79.9954924365,42003300100,Knoxville,3,30,4-21,3,4,Southern,McKinley
4043544,1104107,0033A00301000000,412 ARABELLA ST,City of Pittsburgh,3074,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2022-08-19,2022-12-21,40.4126901189,-79.9956457527,42003300100,Knoxville,3,30,4-7,3,4,Southern,McKinley
4043545,914414,0124P00160000000,612  WINFIELD ST,City of Pittsburgh,2500,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-08-19,2022-02-02,40.4641166281,-79.9092029379,42003120400,Larimer,9,12,3-12,5,2,Eastern,Northeast
4043546,914327,0043R00172000000,3336  OREGON ST,City of Pittsburgh,5775,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2016-08-19,2021-01-14,40.4625881161,-80.0538329617,42003562500,Esplen,2,20,1-27,6,5,Northern,Western
4043547,184127,0006K00228000000,339  SEWARD ST,City of Pittsburgh,7179,Vacant Land,R1D-M,Public Sale,Available for Sale,Treasurer Sale,2015-08-14,2019-08-20,40.4373189614,-80.0260584795,42003191100,Duquesne Heights,2,19,4-1,3,5,Southern,Emerald
4043548,184233,0046K00216000000,201  LAFAYETTE AV,City of Pittsburgh,3412,Vacant Land,R1D-H,Public Sale,Permanent City Ownership,Treasurer Sale,2014-04-25,2019-08-29,40.4653147502,-80.0099200551,42003261400,Perry South,6,26,1-10,1,1,Northern,Riverview
4043549,550087,0173L00008000000,7289  LEMINGTON AVE,City of Pittsburgh,,Vacant Land,R1D-L,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2019-08-16,40.4673187812,-79.8904436806,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
4043550,179942,0050L00110000000,321 N ATLANTIC AVE,City of Pittsburgh,1036,Building,R1D-H,PLB Transfer,Transferred,Treasurer Sale,2012-10-26,2019-08-05,40.4665054072,-79.938299656,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
4043551,959129,0011K00028000000,2022 5TH AVE,City of Pittsburgh,2640,Vacant Land,LNC,Public Sale,Sale Pending,Treasurer Sale,2017-06-16,2018-12-20,40.4379340435,-79.9766813494,42003010300,Bluff,6,1,2-1,2,3,Central,Schenley
4043552,958032,0125B00275000000,526 LINCOLN AVE,City of Pittsburgh,3150,Vacant Land,R1D-M,Public Sale,Sale Pending,Treasurer Sale,2017-04-28,2018-12-21,40.4611522303,-79.9086382059,42003120800,Larimer,9,12,3-12,5,2,Eastern,Highland
4043553,914303,0026E00164000000,385  LINOLEUM WAY,City of Pittsburgh,1980,Building,H,CDC Property Reserve,Sale Pending,Treasurer Sale,2016-10-28,2017-11-16,40.4586795351,-79.9640383755,42003060500,Polish Hill,7,6,2-6,2,6,Central,Highland
4043554,184148,0030E00201000000,3201  JOSEPHINE ST,City of Pittsburgh,1185,Vacant Land,H,Public Sale,Sale Pending,Treasurer Sale,2015-08-14,2017-11-17,40.4199840862,-79.9639943215,42003160800,South Side Slopes,3,16,4-22,3,4,Southern,Schenley
4043555,172579,0014J00033000000,406 JUCUNDA ST,City of Pittsburgh,3153,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2012-07-27,2017-11-03,40.4169684897,-79.9956028636,42003300100,Knoxville,3,30,4-21,3,4,Southern,Emerald
4043556,958484,0010K00104000000,2156 WEBSTER AVE,City of Pittsburgh,4475,Vacant Land,RM-M,URA Transfer,Hold for Study,,,2017-11-07,40.4468341962,-79.9785174898,42003050100,Middle Hill,6,5,2-1,2,3,Central,Schenley
4043557,958483,0025S00068000000,0 RIDGEWAY ST,City of Pittsburgh,1100,Vacant Land,P,URA Transfer,Hold for Study,,,2017-11-07,40.4545019991,-79.9679319277,42003050900,Bedford Dwellings,7,6,2-24,2,3,Central,Schenley
4043558,173949,0026C00322000000,414 DARGAN ST,City of Pittsburgh,1800,Vacant Land,R2-VH,Hold for Study,Hold for Study,Treasurer Sale,1949-06-06,2017-11-15,40.4620509163,-79.954037396,42003080200,Bloomfield,7,8,3-1,5,2,Central,Highland
4043559,959132,0011F00173000000,2037 DE RUAD ST,City of Pittsburgh,3000,Vacant Land,R2-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4386254409,-79.9751458365,42003040200,West Oakland,6,4,2-1,4,3,Central,Schenley
4043560,959133,0011G00043000000,126 MOULTRIE ST,City of Pittsburgh,1600,Vacant Land,R2-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4387941509,-79.9738663176,42003040200,West Oakland,6,4,2-1,4,3,Central,Schenley
4043561,959134,0011K00045000000,2112 5TH AVE,City of Pittsburgh,1771,Building,LNC,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4378548693,-79.9753862019,42003010300,Bluff,6,4,2-1,2,3,Central,Schenley
4043562,959135,0011K00191000000,2114 FORBES AVE,City of Pittsburgh,1200,Vacant Land,R1A-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4370583268,-79.9752612774,42003010300,Bluff,6,4,2-1,2,3,Central,Schenley
4043563,959136,0011K00192000000,0 FORBES AVE,City of Pittsburgh,1200,Vacant Land,R1A-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4370544269,-79.9751909219,42003010300,Bluff,6,4,2-1,2,3,Central,Schenley
4043564,959137,0026N00019000000,3352 MILWAUKEE ST,City of Pittsburgh,1218,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4534852557,-79.9622453283,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
4043565,959138,0026N00036000000,3347 MILWAUKEE ST,City of Pittsburgh,2400,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4536150724,-79.9627604307,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
4043566,549956,0026P00047000000,3396  MILWAUKEE ST ST,City of Pittsburgh,,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2016-04-29,2017-11-06,40.4539194001,-79.9615138428,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
4043567,959146,0050L00167000000,5177 JORDAN WAY,City of Pittsburgh,1500,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4663685055,-79.9398001014,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
4043568,959147,0050M00161000000,5406 KINCAID ST,City of Pittsburgh,1008,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4660753696,-79.9351757797,42003111400,Garfield,9,11,3-4,5,2,Central,Highland
4043569,959150,0050M00243000000,238 N GRAHAM ST,City of Pittsburgh,2663,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4666217871,-79.9338833387,42003111400,Garfield,9,11,3-4,5,2,Central,Highland
4043570,959151,0050M00302000000,5472 BROAD ST,City of Pittsburgh,2610,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4650838898,-79.933110983,42003111400,Garfield,9,11,3-4,5,2,Central,Highland
4043571,959157,0124J00306000000,141 MAXWELL WAY,City of Pittsburgh,1436,Building,R1A-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4650254829,-79.9119897503,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
4043572,959158,0124K00147000000,119 SHETLAND AVE,City of Pittsburgh,2500,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4658683433,-79.9115438402,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
4043573,959159,0124K00200000000,630 THOMPSON ST,City of Pittsburgh,3250,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4657390054,-79.9099307007,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
4043574,959160,0124N00166000000,174 CARVER ST,City of Pittsburgh,2600,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4629071844,-79.9134980706,42003120800,Larimer,9,12,3-10,5,2,Eastern,Highland
4043575,959161,0124N00265000000,422 PAULSON AVE,City of Pittsburgh,1139,Vacant Land,R1A-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4631346933,-79.9122661201,42003120800,Larimer,9,12,3-12,5,2,Eastern,Highland
4043576,959162,0124P00011000A00,6359 WINSLOW ST,City of Pittsburgh,14257,Vacant Land,R1A-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4646943839,-79.9116308689,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
4043577,959163,0124P00108000000,525 WINFIELD ST,City of Pittsburgh,2140,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4633782943,-79.9110473246,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
4043578,959164,0124P00231000000,609 LOWELL ST,City of Pittsburgh,931,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4637539063,-79.9089882308,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
4043579,959165,0056N00096000000,202 COURTLAND ST,City of Pittsburgh,909,Vacant Land,GI,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4048769509,-79.945941766,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
4043580,959166,0056N00099000B00,COURTLAND ST,City of Pittsburgh,910,Vacant Land,GI,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4049218258,-79.9455691349,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
4043581,959167,0056N00112000000,5123 BLAIR ST,City of Pittsburgh,1331,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.405871597,-79.9460578337,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
4043582,959168,0056N00116000000,5115 BLAIR ST,City of Pittsburgh,1331,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4060786792,-79.9461016695,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
4043583,959169,0056P00013000A00,5204 LYTLE ST,City of Pittsburgh,2403,Building,GI,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4049021816,-79.9452402594,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
4043584,959170,0056P00140000000,5241 DYKE ST,City of Pittsburgh,904,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4047045472,-79.9432583709,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
4043585,959171,0056P00175000000,5230 2ND AVE,City of Pittsburgh,1519,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4050955929,-79.9429863664,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
4043586,959172,0003R00327000000,934 EUREKA ST,City of Pittsburgh,2750,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4236495162,-79.9903778387,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
4043587,959176,0014C00020000000,0 EXCELSIOR ST,City of Pittsburgh,1825,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4231761707,-79.9907710313,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
4043588,959177,0014C00041000000,944 EXCELSIOR ST,City of Pittsburgh,3423,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4233461866,-79.9901767556,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
4043589,959178,0014C00042000000,0 ARLINGTON AVE,City of Pittsburgh,3465,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4233729389,-79.9901080097,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
4043590,959179,0015G00048000000,32 NINA WAY,City of Pittsburgh,1300,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4202070737,-80.005605388,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
4043591,959180,0015G00219000000,111 CLIMAX ST,City of Pittsburgh,2500,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4193431178,-80.005455683,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
4043592,959181,0015H00261000000,226 INDUSTRY ST,City of Pittsburgh,2563,Building,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4201685675,-80.0035728853,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
4043593,959182,0015H00269000000,244 INDUSTRY ST,City of Pittsburgh,3000,Building,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2017-06-16,2017-11-28,40.4203218409,-80.0029563431,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,Emerald
