_id,id,parc,pin,address,owner,parc_sq_ft,class,zoned_as,inventory_type,current_status,acquisition_method,acquisition_date,last_updated,latitude,longitude,census_tract,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
1940554,177994,,,6612 BAKER ST,City of Pittsburgh,2125,Vacant Land,H,Greenway,Permanent City Ownership,Treasurer Sale,1956-06-04,2023-12-08,40.4888828108,-79.9297837182,42003101800,Stanton Heights,7,10,3-7,5,2,Central,Highland
1940555,177995,,,6622 BAKER ST,City of Pittsburgh,29815,Vacant Land,H,Greenway,Permanent City Ownership,Treasurer Sale,1950-06-05,2023-12-08,40.4888800307,-79.9291778187,42003101800,Stanton Heights,7,10,3-7,5,2,Central,Highland
1940556,178030,,,6804 BAKER ST,City of Pittsburgh,5871,Vacant Land,H,Greenway,Permanent City Ownership,Treasurer Sale,1956-06-04,2023-12-08,40.4886572941,-79.9278826803,42003101800,Stanton Heights,7,10,3-7,5,2,Central,Highland
1940557,914352,,,5163  HILLCREST ST,City of Pittsburgh,4500,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2016-10-28,2023-12-07,40.468631855,-79.9398137912,42003101600,Garfield,9,10,3-4,5,2,Central,Highland
1940558,184966,,,229  SHETLAND AV,City of Pittsburgh,2500,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2013-04-26,2023-12-11,40.463958186801236,-79.9093913237447,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
1940559,179121,,,7042 KEDRON ST,City of Pittsburgh,1860,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2011-07-29,2023-12-11,40.4613756673,-79.8983594992,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Frick
1940560,989807,,,419 MARSHALL AVE,City of Pittsburgh,2606,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2018-10-19,2023-12-07,40.4716959257,-80.0152912238,42003261500,Perry South,6,26,1-12,1,1,Northern,Riverview
1940561,175004,,,1400 TUMBO ST,City of Pittsburgh,27632,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,1965-06-07,2023-12-04,40.4679707506,-80.0319463403,42003271500,Marshall-Shadeland,6,27,1-14,1,1,Northern,Riverview
1940562,998327,,,954 MORRISON AVE,City of Pittsburgh,2000,Vacant Land,P,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4602375575,-80.0212277321,42003250700,California-Kirkbride,6,25,1-9,1,1,Northern,Riverview
1940563,998304,,,0 BRIGHTON RD,City of Pittsburgh,19602,Vacant Land,R1A-M,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.458860548,-80.0165824096,42003250700,California-Kirkbride,6,25,1-21,1,1,Northern,Riverview
1940564,998305,,,1705 BRIGHTON RD,City of Pittsburgh,2596,Vacant Land,R1A-M,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4585309489,-80.01648243,42003250700,California-Kirkbride,6,25,1-21,1,1,Northern,Riverview
1940565,998306,,,2316 PERRYSVILLE AVE,City of Pittsburgh,9698,Building,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4665825864,-80.0104277882,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
1940566,998328,,,2420 OSGOOD ST,City of Pittsburgh,3500,Building,H,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-04-18,2019-11-25,40.4684956925,-80.0070808489,42003261400,Perry South,6,26,1-22,1,1,Northern,Riverview
1940567,998329,,,435 E BURGESS ST,City of Pittsburgh,2500,Building,H,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-04-18,2019-11-25,40.468329594,-80.0048167203,42003261400,Perry South,6,26,1-22,1,1,Northern,Riverview
1940568,998307,,,115 HAWKINS AVE,City of Pittsburgh,2354,Building,R1D-H,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-04-18,2019-11-25,40.4721903602,-80.0148446634,42003261500,Perry South,6,26,1-23,1,1,Northern,Riverview
1940569,550074,,,13  DICK ST,City of Pittsburgh,,Building,RM-M,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2019-11-27,40.4694264823,-79.9071899878,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Highland
1940570,178146,,,11 DICK ST,City of Pittsburgh,1230,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,1971-06-21,2019-11-27,40.4693242646,-79.9071777131,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Highland
1940571,998291,,,6929 BENNETT ST,City of Pittsburgh,2025,Building,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4580450863,-79.9025790878,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1940572,998293,,,7321 MONTICELLO ST,City of Pittsburgh,2325,Building,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4589758462,-79.8922363412,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1940573,998295,,,0 BLACKADORE ST,City of Pittsburgh,1500,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4576920516,-79.8834278921,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1940574,998296,,,1049 BLACKADORE ST,City of Pittsburgh,6000,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4577467669,-79.8835785354,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1940575,998318,,,0 CALWAY ST,City of Pittsburgh,3125,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4566819846,-79.8859112689,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1940576,998319,,,0 CALWAY ST,City of Pittsburgh,3500,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.456653816,-79.8858198057,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1940577,998297,,,0 CALWAY ST,City of Pittsburgh,2750,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4566191088,-79.8856516619,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1940578,998320,,,7751 BAXTER ST,City of Pittsburgh,3125,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4562968731,-79.8857835666,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1940579,998321,,,0 BAXTER ST,City of Pittsburgh,3125,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4563365654,-79.8859529277,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1940580,998298,,,8220 FAHNESTOCK AVE,City of Pittsburgh,13230,Building,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4534568287,-79.8781219053,42003130600,East Hills,9,13,3-17,5,2,Eastern,Frick
1940581,998292,,,7020 MONTICELLO ST,City of Pittsburgh,3500,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4599101555,-79.8996633181,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1940582,998281,,,0 MONACA PL,City of Pittsburgh,1364,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4462567891,-79.9838435259,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
1940583,998282,,,2804 WEBSTER AVE,City of Pittsburgh,962,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4510929534,-79.9685941397,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940584,998316,,,0 WYANDOTTE ST,City of Pittsburgh,1713,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4425463579,-79.9673963879,42003040200,West Oakland,6,5,2-10,4,3,Central,Schenley
1940585,998317,,,0 WYANDOTTE ST,City of Pittsburgh,1679,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4425058883,-79.9675486281,42003040200,West Oakland,6,5,2-10,4,3,Central,Schenley
1940586,998283,,,2730 WYLIE AVE,City of Pittsburgh,26019,Vacant Land,LNC,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4496087347,-79.9675008622,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940587,985610,,,517 JUNILLA ST,City of Pittsburgh,4997,Vacant Land,RM-M,URA Transfer,Sale Pending,Treasurer Sale,2018-04-20,2019-11-26,40.4467112038,-79.9712583845,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940588,985611,,,513 JUNILLA ST,City of Pittsburgh,2400,Vacant Land,RM-M,URA Transfer,Sale Pending,Treasurer Sale,2018-04-20,2019-11-26,40.4466210589,-79.9712068774,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940589,985612,,,509 JUNILLA ST,City of Pittsburgh,2400,Vacant Land,RM-M,URA Transfer,Sale Pending,Treasurer Sale,2018-04-20,2019-11-26,40.446493862,-79.9711381207,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940590,985613,,,505 JUNILLA ST,City of Pittsburgh,2400,Vacant Land,RM-M,URA Transfer,Sale Pending,Treasurer Sale,2018-04-20,2019-11-26,40.4463727603,-79.9710732604,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940591,985616,,,2347 REED ST,City of Pittsburgh,1544,Vacant Land,LNC,URA Transfer,Sale Pending,Treasurer Sale,2018-04-20,2019-11-26,40.445191376,-79.971939281,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940592,998284,,,651 HERRON AVE,City of Pittsburgh,4631,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4522948988,-79.9649474814,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940593,998285,,,649 HERRON AVE,City of Pittsburgh,4948,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4522373926,-79.9649145344,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940594,998286,,,3010 VANCROFT ST,City of Pittsburgh,3612,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4502472997,-79.9645554894,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1940595,998287,,,3031 VANCROFT ST,City of Pittsburgh,4477,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4506057619,-79.9639373338,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1940596,998288,,,3027 VANCROFT ST,City of Pittsburgh,1765,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4505955196,-79.9640916937,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1940597,998289,,,0 HERRON AVE,City of Pittsburgh,7478,Building,LNC,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4506535376,-79.9647577028,42003050600,Upper Hill,6,5,2-5,2,3,Central,Schenley
1940598,998299,,,4929 GERTRUDE ST,City of Pittsburgh,1430,Vacant Land,R1D-M,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4090798324,-79.9419733865,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1940599,998300,,,111 COLOGNE ST,City of Pittsburgh,1705,Building,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4170318949,-79.9693458859,42003561600,Arlington,3,16,4-8,3,3,Southern,Schenley
1940600,998323,,,2371 S 18TH ST,City of Pittsburgh,1611,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4211499964,-79.9823460742,42003170600,South Side Slopes,3,17,4-22,3,3,Southern,Schenley
1940601,998324,,,2369 S 18TH ST,City of Pittsburgh,1832,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.421129946,-79.9822795654,42003170600,South Side Slopes,3,17,4-22,3,3,Southern,Schenley
1940602,998325,,,2367 S 18TH ST EXT,City of Pittsburgh,1925,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4211168755,-79.9822071439,42003170600,South Side Slopes,3,17,4-22,3,3,Southern,Schenley
1940603,998302,,,13 ALLEN ST,City of Pittsburgh,2500,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4236587913,-79.9940069951,42003180300,Allentown,3,18,4-5,3,5,Southern,Emerald
1940604,998326,,,0 PAUL ST,City of Pittsburgh,5040,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2019-04-18,2019-11-25,40.4222307773,-80.0066334876,42003191500,Mount Washington,2,19,4-27,3,5,Southern,Emerald
1940605,184454,,,113  ELMONT,City of Pittsburgh,2500,Vacant Land,R2-L,Public Sale,Sale Pending,Unknown,2012-07-27,2019-11-01,40.4397705696,-80.0547587934,42003281500,Crafton Heights,2,28,1-18,6,5,Northern,Emerald
1940606,959145,,,5301 BROAD ST,City of Pittsburgh,2000,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2017-06-16,2023-03-03,40.4660523366,-79.9380707381,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1940607,184213,,,5463  BROAD ST,City of Pittsburgh,2550,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2014-10-24,2023-03-06,40.4655114418,-79.9335283071,42003111400,Garfield,9,11,3-4,5,2,Central,Highland
1940608,1083178,,,0 APPLE ST,City of Pittsburgh,3975,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,2021-10-15,2023-03-10,40.4652660083,-79.9002887143,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Highland
1940609,176295,,,368 FLOWERS AVE,City of Pittsburgh,2072,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2009-11-20,2023-03-01,40.4116742041,-79.9385175171,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1940610,176296,,,372 FLOWERS AVE,City of Pittsburgh,1980,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2009-11-20,2023-03-01,40.4117311099,-79.9383917161,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1940611,1083249,,,0 E JEFFERSON ST,City of Pittsburgh,1000,Vacant Land,R1A-VH,Public Sale,Sale Pending,Treasurer Sale,2021-10-15,2023-03-29,40.459216808,-80.0090659378,42003250300,Central Northside,1,25,1-21,1,1,Northern,Riverview
1940612,174996,,,1412 ECKERT ST,City of Pittsburgh,3280,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,1968-06-03,2023-03-24,40.4710372568,-80.0327437164,42003271500,Marshall-Shadeland,6,27,1-14,1,1,Northern,Riverview
1940613,989802,,,529 MARSHALL AVE,City of Pittsburgh,4800,Vacant Land,R1D-M,Public Sale,Sale Pending,Treasurer Sale,2018-10-19,2023-03-31,40.4706381408,-80.0167823814,42003261500,Perry South,6,26,1-12,1,1,Northern,Riverview
1940614,184174,,,2101 R  LOWRIE ST,City of Pittsburgh,2769,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2015-04-24,2023-03-21,40.4688161329,-79.978727179,42003240600,Troy Hill,1,24,1-2,1,1,Northern,Riverview
1940615,172560,,,624 FREELAND ST,City of Pittsburgh,1563,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2007-05-11,2023-03-03,40.4189789054,-79.9962981637,42003180300,Allentown,3,18,4-21,3,4,Southern,Emerald
1940616,172567,,,983 INDUSTRY ST,City of Pittsburgh,3688,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2011-07-29,2023-03-08,40.4211312207,-79.9886819217,42003180300,Allentown,3,18,4-6,3,4,Southern,Emerald
1940617,172652,,,342 CLIMAX ST,City of Pittsburgh,3810,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2003-08-28,2023-03-24,40.4197017409,-80.0007676532,42003562400,Beltzhoover,3,18,4-16,3,4,Southern,McKinley
1940618,172653,,,346 CLIMAX ST,City of Pittsburgh,5715,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2006-12-04,2023-03-24,40.4197034951,-80.0006384049,42003562400,Beltzhoover,3,18,4-21,3,4,Southern,McKinley
1940619,987976,,,223 ALICE ST,City of Pittsburgh,4500,Vacant Land,R1D-M,Public Sale,Available for Sale,Treasurer Sale,2018-08-17,2023-03-03,40.4099485375,-79.9918489272,42003300100,Knoxville,3,30,4-7,3,4,Southern,McKinley
1940620,1083219,,,115 BURR ST,City of Pittsburgh,5000,Building,R1D-M,URA Transfer,Redeemed,Treasurer Sale,2021-10-15,2023-03-27,40.4120857872,-79.9777419941,42003561700,Mt. Oliver,3,16,4-8,3,4,Southern,McKinley
1940621,185079,,,1116  N MURTLAND ST,City of Pittsburgh,1866,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2013-04-26,2022-04-25,40.46093115895417,-79.89993576783235,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Eastern
1940622,172882,,,611 HERSCHEL ST,City of Pittsburgh,10000,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,1948-06-07,2022-04-19,40.4382537548,-80.039725989,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
1940623,172884,,,0504 WESTON WAY,City of Pittsburgh,23920,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,1959-06-01,2022-04-19,40.4386683542,-80.0382174534,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
1940624,172887,,,0531 HARKER ST,City of Pittsburgh,45736,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,1971-06-21,2022-04-19,40.4391304979,-80.0387203619,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
1940625,954258,,,530 JUNILLA ST,City of Pittsburgh,4800,Vacant Land,RM-M,Public Sale,Sale Pending,,2015-08-14,2022-10-26,40.4472654994,-79.9709712258,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1940626,184721,,,3341  MILWAUKEE ST,City of Pittsburgh,2400,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2015-04-24,2022-10-26,40.4534868122,-79.9629523129,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1940627,1071563,,,238 MANSION ST,City of Pittsburgh,3120,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2019-10-18,2022-10-26,40.4039927199,-79.9398168185,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
1940628,954225,,,1232 SHADYCREST DR,City of Pittsburgh,3750,Vacant Land,R1A-M,Public Sale,Sale Pending,,2015-09-22,2022-10-17,40.425798099,-80.0266425944,42003191600,Beechview,4,20,4-28,6,5,Southern,Southern
1940629,989790,,,1204 WARLO ST,City of Pittsburgh,1632,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2018-10-19,2022-10-17,40.4552634991,-80.0229925125,42003210700,Manchester,6,21,1-8,1,1,Northern,Northern
1940630,173381,,,917 MORRISON AVE,City of Pittsburgh,2200,Vacant Land,P,Public Sale,Sale Pending,Treasurer Sale,1993-06-21,2022-10-18,40.4604603453,-80.0200898025,42003250700,California-Kirkbride,6,25,1-9,1,1,Northern,Northern
1940631,184112,,,913  MORRISON AVE,City of Pittsburgh,2220,Vacant Land,P,Public Sale,Sale Pending,Treasurer Sale,2015-08-14,2022-10-18,40.4604867794,-80.0199318843,42003250700,California-Kirkbride,6,25,1-9,1,1,Northern,Northern
1940632,173382,,,923 MORRISON AVE,City of Pittsburgh,2222,Vacant Land,P,Public Sale,Sale Pending,Treasurer Sale,1956-06-04,2022-10-18,40.4605041664,-80.0198525625,42003250700,California-Kirkbride,6,25,1-9,1,1,Northern,Northern
1940633,914332,,,2450  PERRYSVILLE AVE,City of Pittsburgh,1426,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2016-10-28,2022-10-19,40.469049509,-80.0084039583,42003261400,Perry South,6,26,1-12,1,1,Northern,Northern
1940634,998309,,,1234 WOODLAND AVE,City of Pittsburgh,1717,Vacant Land,R1A-VH,Public Sale,Sale Pending,Treasurer Sale,2019-04-18,2022-10-31,40.4695429214,-80.0288531787,42003271500,Marshall-Shadeland,1,27,1-14,1,1,Northern,Northern
1940635,1011506,,,2348 ATMORE ST,City of Pittsburgh,1300,Vacant Land,R1A-VH,Public Sale,Sale Pending,Treasurer Sale,2019-08-16,2022-10-18,40.4635751933,-80.0304254615,42003270400,Marshall-Shadeland,1,27,1-9,1,1,Northern,Northern
1940636,176804,,,104 PENSDALE ST,City of Pittsburgh,2475,Vacant Land,P,Public Sale,Sale Pending,Treasurer Sale,1944-06-05,2022-10-18,40.4301363456,-80.0665386112,42003562800,Oakwood,2,28,1-19,6,5,Northern,Western
1940637,914374,,,5402  BROAD ST,City of Pittsburgh,6750,Vacant Land,R2-H,CDC Property Reserve,Available for Sale,Treasurer Sale,2022-10-15,2022-10-31,40.46533395,-79.9355853917,42003111400,Garfield,9,11,3-4,5,2,Central,Northeast
1940638,985722,,,807 CRUCIBLE ST,City of Pittsburgh,3750,Building,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2018-04-20,2020-08-19,40.4419185785,-80.0402339162,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
1940639,985776,,,0 KILBOURNE ST,City of Pittsburgh,4272,Vacant Land,H,Public Sale,Sale Pending,Treasurer Sale,2018-04-20,2020-08-25,40.4112344352,-79.9372474441,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
1940640,174140,,,821 SHAWNEE ST,City of Pittsburgh,2400,Vacant Land,R2-L,URA Transfer,Sale Pending,Treasurer Sale,2008-09-26,2020-08-31,40.4508847465,-79.9602969297,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1940641,959229,,,1529 BRIGHTON RD,City of Pittsburgh,3360,Vacant Land,R1A-M,Public Sale,Sale Pending,Treasurer Sale,2017-06-16,2020-03-09,40.4574008554,-80.0174065679,42003250700,California-Kirkbride,6,25,1-21,1,1,Northern,Riverview
