_id,id,parc,pin,address,owner,parc_sq_ft,class,zoned_as,inventory_type,current_status,acquisition_method,acquisition_date,last_updated,latitude,longitude,census_tract,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
1941304,178553,,,836 INWOOD ST,City of Pittsburgh,2250,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2010-07-30,2018-01-03,40.4597705462,-79.9044081361,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941305,184257,,,829  INWOOD ST ST,City of Pittsburgh,2317,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2014-04-25,2018-01-03,40.45918901753239,-79.90510083874081,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941306,178556,,,803 SWEENEY PL,City of Pittsburgh,756,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1989-07-10,2018-01-03,40.4586816592,-79.9053656703,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941307,178557,,,805 SWEENEY PL,City of Pittsburgh,756,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1991-04-08,2018-01-03,40.4587170682,-79.9053536838,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941308,178558,,,809 SWEENEY PL,City of Pittsburgh,756,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1991-04-08,2018-01-03,40.4587949003,-79.9053384547,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941309,178559,,,822 LASCHALL ST,City of Pittsburgh,6840,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1994-12-09,2018-01-03,40.4591716902,-79.9056402471,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941310,178594,,,703 FRANKSTOWN AVE,City of Pittsburgh,3668,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1975-06-02,2018-01-03,40.4574700135,-79.904627779,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941311,184398,,,6830  KELLY ST,City of Pittsburgh,3645,Building,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2013-04-26,2018-01-03,40.45710804006227,-79.90512552358507,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941312,184159,,,6824  KELLY ST,City of Pittsburgh,4050,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2013-04-26,2018-01-03,40.45717898988194,-79.90542100740392,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941313,178601,,,6938 BENNETT ST,City of Pittsburgh,3350,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4574263457,-79.9021145939,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941314,954550,,,0 KELLY ST,City of Pittsburgh,3375,Vacant Land,RM-M,Hold for Study,Hold for Study,,2013-04-26,2018-01-03,40.4566253272,-79.9030822162,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941315,954551,,,0 KELLY ST,City of Pittsburgh,3378,Vacant Land,RM-M,Hold for Study,Hold for Study,,1991-04-08,2018-01-03,40.4566417227,-79.9031605119,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941316,184162,,,6920  KELLY ST,City of Pittsburgh,3378,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2015-04-24,2018-01-03,40.45673473639897,-79.90351598670613,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941317,178615,,,6945 HAMILTON AVE,City of Pittsburgh,3375,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2012-07-27,2018-01-03,40.456133114,-79.9028955211,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1941318,179082,,,1501 N MURTLAND ST,City of Pittsburgh,1375,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4632925539,-79.8994244064,42003120700,Homewood West,9,12,3-18,5,2,Eastern,Highland
1941319,178465,,,1108 LINCOLN AVE,City of Pittsburgh,2500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1993-06-21,2018-01-03,40.464255975,-79.8996986178,42003130100,Homewood North,9,12,3-15,5,2,Eastern,Highland
1941320,178466,,,1112 LINCOLN AVE,City of Pittsburgh,2500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1994-03-28,2018-01-03,40.4642791339,-79.8996169007,42003130100,Homewood North,9,12,3-15,5,2,Eastern,Highland
1941321,178502,,,7011 MONTICELLO ST,City of Pittsburgh,3500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1971-06-21,2018-01-03,40.4604824561,-79.8997404558,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941322,178503,,,7009 MONTICELLO ST,City of Pittsburgh,3500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1975-06-02,2018-01-03,40.4605016381,-79.8998225531,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941323,179985,,,1200 N MURTLAND ST,City of Pittsburgh,2200,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1967-06-05,2018-01-03,40.4613127205,-79.8997241183,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941324,179986,,,1202 04 N MURTLAND ST,City of Pittsburgh,4800,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1982-10-18,2018-01-03,40.4614093017,-79.8996904982,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941325,178513,,,1208 N MURTLAND ST,City of Pittsburgh,2400,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1982-10-18,2018-01-03,40.4615749237,-79.899620132,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941326,178580,,,7018 IDLEWILD ST,City of Pittsburgh,1750,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1975-06-02,2018-01-03,40.4590858865,-79.9000097254,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941327,178584,,,7017 FOREST WAY,City of Pittsburgh,875,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1981-12-07,2018-01-03,40.4589066271,-79.9001027041,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941328,178585,,,7017 FOREST WAY,City of Pittsburgh,875,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1973-06-04,2018-01-03,40.4588935043,-79.900054086,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941329,179081,,,1126 LINCOLN AVE,City of Pittsburgh,2500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1972-06-05,2018-01-03,40.4643846036,-79.899206049,42003130100,Homewood North,9,12,3-15,5,2,Eastern,Highland
1941330,179083,,,7023 UPLAND ST,City of Pittsburgh,2000,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1988-09-19,2018-01-03,40.4631454871,-79.898347899,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941331,184194,,,7133  UPLAND ST,City of Pittsburgh,2500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2015-04-24,2018-01-03,40.46264211970212,-79.89609510126522,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941332,179084,,,1412 N LANG AVE,City of Pittsburgh,2921,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2007-05-11,2018-01-03,40.4625843094,-79.8978441063,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941333,179096,,,7105 MOUNT VERNON ST,City of Pittsburgh,2325,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4622005496,-79.8971931173,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941334,179100,,,7014 MOUNT VERNON ST,City of Pittsburgh,1861,Building,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2004-09-24,2018-01-03,40.462212366,-79.8990812688,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941335,179111,,,7043 KEDRON ST,City of Pittsburgh,1860,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1983-07-18,2018-01-03,40.4617306844,-79.8981303141,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941336,179113,,,7047 KEDRON ST,City of Pittsburgh,1860,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1988-09-19,2018-01-03,40.4617011813,-79.8980062712,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941337,179117,,,1209 N LANG AVE,City of Pittsburgh,2653,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1988-09-19,2018-01-03,40.4611584621,-79.8978253775,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941338,179119,,,1213 15 N LANG AVE,City of Pittsburgh,2538,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1972-06-05,2018-01-03,40.4613028015,-79.8977475735,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941339,954556,,,7056 KEDRON ST,City of Pittsburgh,739,Vacant Land,R2-L,Hold for Study,Hold for Study,,2012-01-11,2018-01-03,40.4613346692,-79.8978801732,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941340,179998,,,7009 HERMITAGE ST,City of Pittsburgh,3746,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1982-10-18,2018-01-03,40.4613577811,-79.8994556409,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941341,179123,,,7019 HERMITAGE ST,City of Pittsburgh,1873,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4612522627,-79.8989923859,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941342,954557,,,1203 N LANG AVE,City of Pittsburgh,2800,Vacant Land,R2-L,Hold for Study,Hold for Study,,2012-01-11,2018-01-03,40.4609345594,-79.8978159138,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941343,179142,,,7026 HERMITAGE ST,City of Pittsburgh,1925,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4608595457,-79.8990352179,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941344,179145,,,7025 FLETCHER WAY,City of Pittsburgh,1575,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1983-07-18,2018-01-03,40.4606784427,-79.8991047223,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941345,179152,,,7046 FLETCHER WAY,City of Pittsburgh,1526,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1993-06-21,2018-01-03,40.4602797961,-79.8984763332,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941346,179153,,,7032 FLETCHER WAY,City of Pittsburgh,1533,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1993-06-21,2018-01-03,40.4604029562,-79.8990111484,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941347,179154,,,7030 FLETCHER WAY,City of Pittsburgh,1500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4604252139,-79.8990873037,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941348,179156,,,7018 MONTICELLO ST,City of Pittsburgh,1575,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1985-05-06,2018-01-03,40.4605171481,-79.8994376739,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941349,179157,,,7027 MONTICELLO ST,City of Pittsburgh,1760,Building,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1982-10-18,2018-01-03,40.4602491304,-79.8991570513,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941350,179159,,,7033 MONTICELLO ST,City of Pittsburgh,1820,Not Classified,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1992-03-30,2018-01-03,40.460221342,-79.8990818403,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941351,179162,,,1109 N LANG AVE,City of Pittsburgh,1500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2011-07-29,2018-01-03,40.4600767606,-79.8979072787,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941352,184376,,,7218  STRANAHAN ST,City of Pittsburgh,2231,Building,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2015-04-24,2018-01-03,40.46228311803086,-79.89354597244248,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941353,179165,,,7302 STRANAHAN ST,City of Pittsburgh,2310,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4619123559,-79.8920312101,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941354,179166,,,7304 STRANAHAN ST,City of Pittsburgh,3435,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1981-12-07,2018-01-03,40.4618862807,-79.8919114738,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941355,179167,,,7312 STRANAHAN ST,City of Pittsburgh,6840,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4618052239,-79.8915584395,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941356,179168,,,7314 STRANAHAN ST,City of Pittsburgh,3420,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1953-06-01,2018-01-03,40.4617711584,-79.8914097286,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941357,179169,,,7313 UPLAND ST,City of Pittsburgh,3300,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4614513215,-79.8915335071,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941358,179170,,,7309 UPLAND ST,City of Pittsburgh,15337,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4615522535,-79.8919254015,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941359,179178,,,7351 MOUNT VERNON ST,City of Pittsburgh,3120,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1982-10-18,2018-01-03,40.4604306369,-79.8907684296,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941360,179179,,,7360 MOUNT VERNON ST,City of Pittsburgh,3250,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.46035411,-79.8904265743,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941361,179180,,,7401 MOUNT VERNON ST,City of Pittsburgh,3250,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1982-07-12,2018-01-03,40.4603343148,-79.8903387523,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941362,179181,,,7346 UPLAND ST,City of Pittsburgh,3250,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1972-06-05,2018-01-03,40.460719314,-79.8903786632,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941363,184041,,,7336  UPLAND ST,City of Pittsburgh,3600,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.46085781744459,-79.8909137421943,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
1941364,179184,,,1124 WILLING ST,City of Pittsburgh,2889,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1982-07-12,2018-01-03,40.4600359317,-79.8855075683,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941365,179186,,,1131 N WHEELER ST,City of Pittsburgh,2675,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1949-06-06,2018-01-03,40.4604137872,-79.8850532292,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941366,179187,,,1127 29 N WHEELER ST,City of Pittsburgh,10700,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1949-06-06,2018-01-03,40.4602347772,-79.8850490257,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941367,179188,,,1124 N WHEELER ST,City of Pittsburgh,3312,Vacant Land,R2-L,Hold for Study,Hold for Study,,2000-05-12,2018-01-03,40.4600858193,-79.8844484504,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941368,179189,,,1126 N WHEELER ST,City of Pittsburgh,3633,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1981-06-01,2018-01-03,40.4601484379,-79.8844465084,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941369,179190,,,1128 N WHEELER ST,City of Pittsburgh,3725,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4602189371,-79.8844320819,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941370,179205,,,7041 RACE ST,City of Pittsburgh,900,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1972-06-05,2018-01-03,40.4596313035,-79.8989597737,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941371,179206,,,7043 FIELDING WAY,City of Pittsburgh,840,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1975-06-02,2018-01-03,40.4596146896,-79.898912595,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941372,179207,,,7043 FIELDING WAY,City of Pittsburgh,855,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1983-07-18,2018-01-03,40.4596086217,-79.898857631,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941373,179208,,,7045 FIELDING WAY,City of Pittsburgh,840,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1983-07-18,2018-01-03,40.4595929729,-79.8988021508,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941374,179209,,,7047 FIELDING WAY,City of Pittsburgh,1047,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1983-07-18,2018-01-03,40.4595800208,-79.8987479995,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941375,179222,,,7045 IDLEWILD ST,City of Pittsburgh,3500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4592064764,-79.8986456022,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941376,179224,,,7044 IDLEWILD ST,City of Pittsburgh,1754,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1982-10-18,2018-01-03,40.459234553,-79.8987942491,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941377,179227,,,7051 FOREST WAY,City of Pittsburgh,1066,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1983-07-18,2018-01-03,40.4586469703,-79.89905154,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941378,179229,,,7031 35 IDLEWILD ST,City of Pittsburgh,7000,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1973-06-04,2018-01-03,40.4593136119,-79.8991012623,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941379,179231,,,7050 IDLEWILD ST,City of Pittsburgh,1458,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1983-07-18,2018-01-03,40.4588298394,-79.8989817719,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941380,179234,,,7057 FOREST WAY,City of Pittsburgh,869,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1983-07-18,2018-01-03,40.4586136669,-79.8989079548,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941381,179236,,,7059 FOREST WAY,City of Pittsburgh,878,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1983-07-18,2018-01-03,40.4586041693,-79.8988600765,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941382,958051,,,7407 MONTICELLO ST,City of Pittsburgh,2325,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2017-04-28,2018-01-03,40.4586067182,-79.8906102252,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941383,179295,,,7402 HERMITAGE ST,City of Pittsburgh,2318,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1979-06-02,2018-01-03,40.4589452414,-79.890667759,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941384,179296,,,7422 HERMITAGE ST,City of Pittsburgh,2318,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4587711628,-79.8898933646,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941385,179297,,,7424 HERMITAGE ST,City of Pittsburgh,2318,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1985-10-07,2018-01-03,40.4587472596,-79.889811421,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941386,179298,,,7428 HERMITAGE ST,City of Pittsburgh,2318,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1993-03-22,2018-01-03,40.4587119797,-79.8896362721,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941387,179299,,,1219 PINERIDGE ST,City of Pittsburgh,2100,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,1989-09-18,2018-01-03,40.4597830422,-79.889819902,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941388,179300,,,1141 WILLING ST,City of Pittsburgh,2750,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1981-12-07,2018-01-03,40.4596896001,-79.8860435292,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941389,179301,,,1139 WILLING ST,City of Pittsburgh,5000,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1949-06-06,2018-01-03,40.4595971365,-79.8860421468,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941390,179302,,,1137 WILLING ST,City of Pittsburgh,2750,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1985-10-07,2018-01-03,40.4594974131,-79.8860416278,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941391,179303,,,1137 WILLING ST,City of Pittsburgh,250,Vacant Land,RP,Hold for Study,Hold for Study,Treasurer Sale,1988-09-19,2018-01-03,40.4594176529,-79.886258705,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941392,179304,,,115 17 N WHEELER ST,City of Pittsburgh,8025,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1949-06-06,2018-01-03,40.4599271948,-79.8850454954,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941393,179305,,,1113 N WHEELER ST,City of Pittsburgh,2675,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4597932098,-79.8850457932,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941394,179306,,,1111 N WHEELER ST,City of Pittsburgh,2675,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1949-06-06,2018-01-03,40.4597257128,-79.8850435054,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941395,179307,,,1109 N WHEELER ST,City of Pittsburgh,2675,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4596646338,-79.8850431947,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941396,179308,,,1103 05 N WHEELER ST,City of Pittsburgh,5350,Vacant Land,R2-L,Hold for Study,Hold for Study,,2000-05-12,2018-01-03,40.4594839744,-79.8850424005,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941397,179309,,,1101 N WHEELER ST,City of Pittsburgh,1775,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1968-06-03,2018-01-03,40.4593733545,-79.8850513445,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941398,179310,,,1084 88 BLACKADORE AVE,City of Pittsburgh,10960,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1965-06-07,2018-01-03,40.4588981864,-79.8829037808,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941399,179311,,,1066 BLACKADORE AVE,City of Pittsburgh,9040,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1965-06-07,2018-01-03,40.4581379771,-79.8828155234,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941400,179312,,,1047 ANGORIA WAY,City of Pittsburgh,1500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1968-06-03,2018-01-03,40.4576473105,-79.8836917633,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941401,179313,,,1078 N WHEELER ST,City of Pittsburgh,3750,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1995-09-29,2018-01-03,40.4588736345,-79.8844904759,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941402,179314,,,1074 N WHEELER ST,City of Pittsburgh,4500,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1950-06-05,2018-01-03,40.4585837316,-79.8844167213,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941403,179315,,,1058 N WHEELER ST,City of Pittsburgh,3000,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,2008-06-27,2018-01-03,40.4582232152,-79.8843208889,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941404,179316,,,1057 N WHEELER ST,City of Pittsburgh,2640,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1972-06-05,2018-01-03,40.4580489858,-79.8848662246,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941405,179317,,,1059 N WHEELER ST,City of Pittsburgh,2640,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4581229162,-79.8848880972,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941406,179318,,,1061 N WHEELER ST,City of Pittsburgh,2640,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1950-06-06,2018-01-03,40.458207026,-79.8849082236,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941407,179319,,,1075 N WHEELER ST,City of Pittsburgh,2640,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1968-06-03,2018-01-03,40.4587059889,-79.8850324348,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941408,179320,,,1089 N WHEELER ST,City of Pittsburgh,3080,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1974-06-03,2018-01-03,40.4591305548,-79.8851425236,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941409,179321,,,1091 N WHEELER ST,City of Pittsburgh,2468,Vacant Land,R2-L,Hold for Study,Hold for Study,Treasurer Sale,1948-06-07,2018-01-03,40.4592135643,-79.885174275,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1941410,179436,,,7713 SNOWDEN ST,City of Pittsburgh,2860,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,1981-12-07,2018-01-03,40.4573718276,-79.8874625497,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
