_id,id,parc,pin,address,owner,parc_sq_ft,class,zoned_as,inventory_type,current_status,acquisition_method,acquisition_date,last_updated,latitude,longitude,census_tract,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
1927591,184134,,,245  E JEFFERSON ST,City of Pittsburgh,800,Vacant Land,R1A-VH,Public Sale,Sale Pending,Treasurer Sale,2015-08-14,2023-04-11,40.4587810943,-80.0114114153,42003250300,Central Northside,1,25,1-21,1,1,Northern,Riverview
1927592,174984,,,2716 CALIFORNIA AVE,City of Pittsburgh,2127,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,1984-11-28,2023-04-14,40.4685495233,-80.0351709874,42003271500,Marshall-Shadeland,6,27,1-14,1,1,Northern,Riverview
1927593,1071618,,,2435 PERRYSVILLE AVE,City of Pittsburgh,5799,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2019-10-18,2023-04-03,40.4684227961,-80.0101012054,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
1927594,178825,,,0051 ARENDELL ST,City of Pittsburgh,2130,Vacant Land,P,Public Sale,Sale Pending,Treasurer Sale,1953-06-01,2023-04-21,40.4920320531,-80.0272606761,42003260200,Perry North,1,26,1-15,1,1,Northern,Riverview
1927595,173553,,,858 CALIFORNIA AVE,City of Pittsburgh,2266,Vacant Land,RM-M,URA Transfer,Sale Pending,Treasurer Sale,1993-09-20,2023-04-26,40.4594967826,-80.0189687286,42003250700,California-Kirkbride,6,25,1-9,1,1,Northern,Riverview
1927596,959217,,,1716 BRIGHTON PL,City of Pittsburgh,4330,Vacant Land,R1A-M,URA Transfer,Sale Pending,Treasurer Sale,2017-06-16,2023-04-26,40.4587562711,-80.0171193146,42003250700,California-Kirkbride,1,25,1-21,1,1,Northern,Riverview
1927597,179342,,,708 N HOMEWOOD AVE,City of Pittsburgh,2700,Vacant Land,LNC,URA Transfer,Available for Sale,Treasurer Sale,2009-11-20,2023-04-17,40.4557269542,-79.8966193022,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1927598,184609,,,7213  BENNETT ST,City of Pittsburgh,1520,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,1985-10-07,2023-04-17,40.45653203629339,-79.89597642029013,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1927599,184608,,,7215  FELICIA WA,City of Pittsburgh,1432,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,1981-12-07,2023-04-17,40.456699770169486,-79.89587564377965,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1927600,184607,,,7215  BENNETT ST,City of Pittsburgh,1933,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,1981-12-07,2023-04-17,40.45652028549555,-79.89591029961481,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1927601,180021,,,7537 SUSQUEHANNA ST,City of Pittsburgh,2000,Vacant Land,R1A-VH,URA Transfer,Sale Pending,Treasurer Sale,2011-07-29,2023-04-26,40.4516101898,-79.8923811005,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1927602,185179,,,7539  SUSQUEHANNA ST,City of Pittsburgh,1900,Building,R1A-VH,URA Transfer,Sale Pending,Treasurer Sale,2013-04-26,2023-04-26,40.45158353969222,-79.89230147530108,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1927603,1079873,,,0 PAXICO ST,City of Pittsburgh,1675,Vacant Land,R1D-L,Public Sale,Sale Pending,Treasurer Sale,2020-12-18,2023-04-11,40.4738896371,-79.8880018006,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1927604,983078,,,7165 VERONA BLVD,City of Pittsburgh,2340,Vacant Land,R1D-L,Public Sale,Sale Pending,Treasurer Sale,2017-10-27,2023-04-11,40.4739087074,-79.8882094493,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1927605,184192,,,1351  MONTEZUMA ST,City of Pittsburgh,3600,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,2015-04-24,2023-04-20,40.468772403590826,-79.89868696813093,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Highland
1927606,178993,,,7135 VASSAR ST,City of Pittsburgh,2500,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,1983-07-18,2023-04-11,40.4671924983,-79.8956019555,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1927607,1083331,,,12 MONACA PL,City of Pittsburgh,169,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,2021-12-17,2023-04-11,40.4459763059,-79.9846819335,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
1927608,184565,,,MUSGRAVE ST,City of Pittsburgh,982,Vacant Land,H,Public Sale,Sale Pending,Unknown,2013-03-27,2023-04-05,40.4242784763,-79.9459312837,42003151600,Greenfield,5,15,2-12,4,3,Eastern,Schenley
1927609,977841,,,324 ORCHARD PL,City of Pittsburgh,2500,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2017-09-01,2023-04-19,40.4177486853,-79.9942995423,42003300100,Knoxville,3,30,4-21,3,4,Southern,McKinley
1927610,1011493,,,1525 ABSTRACT AVE,City of Pittsburgh,6000,Vacant Land,R1D-L,Public Sale,Sale Pending,Treasurer Sale,2019-08-16,2023-04-11,40.4020607612,-80.0037588417,42003191700,Brookline,4,19,4-25,6,4,Southern,McKinley
1927611,550141,,,2922  BANKSVILLE AVE,City of Pittsburgh,,Vacant Land,R1D-L,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2023-04-26,40.4034286354,-80.0419175614,42003202300,Banksville,2,20,4-9,6,5,Northern,Emerald
1927612,989791,,,1620 HATTERAS ST,City of Pittsburgh,1518,Building,R1D-H,CDC Property Reserve,Sale Pending,Treasurer Sale,2018-10-19,2019-04-22,40.4638206984,-79.9837413115,42003240600,Troy Hill,1,24,1-2,1,1,Northern,Riverview
1927613,989792,,,1806 LEY ST,City of Pittsburgh,1079,Building,R1D-H,CDC Property Reserve,Sale Pending,Treasurer Sale,2018-10-19,2019-04-22,40.464843282,-79.9822783435,42003240600,Troy Hill,1,24,1-2,1,1,Northern,Riverview
1927614,989794,,,115 FOUNTAIN ST,City of Pittsburgh,2940,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4590881286,-80.0014346038,42003250900,Fineview,1,25,1-10,1,1,Northern,Riverview
1927615,989817,,,2312 GERSHON ST,City of Pittsburgh,18561,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4692588237,-80.0000575973,42003262000,Spring Hill-City View,1,26,1-11,1,1,Northern,Riverview
1927616,989820,,,2839 PERRYSVILLE AVE,City of Pittsburgh,5439,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4745038851,-80.0111469805,42003261500,Perry South,1,26,1-23,1,1,Northern,Riverview
1927617,989821,,,2829 PERRYSVILLE AVE,City of Pittsburgh,17151,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4743137513,-80.010749095,42003261500,Perry South,1,26,1-23,1,1,Northern,Riverview
1927618,989824,,,2326 ATMORE ST,City of Pittsburgh,1300,Building,R1A-VH,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4630308434,-80.0302457306,42003270400,Marshall-Shadeland,1,27,1-9,1,1,Northern,Riverview
1927619,989825,,,2315 ATMORE ST,City of Pittsburgh,1320,Building,R1A-VH,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4628016335,-80.0306022343,42003270400,Marshall-Shadeland,1,27,1-9,1,1,Northern,Riverview
1927620,989771,,,550 WYOLA ST,City of Pittsburgh,7200,Vacant Land,R1A-H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4334341831,-80.0245568901,42003191100,Duquesne Heights,2,19,4-1,3,5,Southern,Emerald
1927621,989772,,,545 WYOLA ST,City of Pittsburgh,3600,Vacant Land,R1A-H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4335837638,-80.0244696149,42003191100,Duquesne Heights,2,19,4-1,3,5,Southern,Emerald
1927622,989773,,,0 WYOLA ST,City of Pittsburgh,3600,Vacant Land,R1A-H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4336811291,-80.0244159718,42003191100,Duquesne Heights,2,19,4-1,3,5,Southern,Emerald
1927623,954331,,,155 FAIRVIEW AVE,City of Pittsburgh,2500,Vacant Land,H,Public Sale,Sale Pending,,2013-10-25,2019-04-01,40.4440805045,-80.036847624,42003562600,Elliott,2,20,1-17,6,5,Northern,Emerald
1927624,989779,,,0 MERWYN AVE,City of Pittsburgh,2500,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4542889533,-80.0490216902,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927625,989780,,,2724 MERWYN AVE,City of Pittsburgh,2500,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4543421749,-80.0490765052,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927626,989777,,,922 ELKTON ST,City of Pittsburgh,2542,Building,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.446610835,-80.0355062132,42003562600,Elliott,2,20,1-17,6,5,Northern,Emerald
1927627,989778,,,920 ELKTON ST,City of Pittsburgh,2458,Building,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4465635744,-80.0354443488,42003562600,Elliott,2,20,1-17,6,5,Northern,Emerald
1927628,989781,,,3256 ADENA ST,City of Pittsburgh,2240,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4601378773,-80.0544468063,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927629,989783,,,0 STADIUM ST,City of Pittsburgh,3400,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4598664729,-80.0569418985,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927630,989784,,,522 STADIUM ST,City of Pittsburgh,2500,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4598469192,-80.0570419174,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927631,989785,,,3252 SLOPE ST,City of Pittsburgh,7500,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4588056558,-80.0571982944,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927632,989789,,,3023 CHARTIERS AVE,City of Pittsburgh,6740,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4539447539,-80.0589487859,42003202200,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927633,989782,,,3301 SLOPE ST,City of Pittsburgh,4246,Vacant Land,H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.458836146,-80.0579027505,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927634,989786,,,3259 SLOPE ST,City of Pittsburgh,3626,Building,H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.458794936,-80.0578242661,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927635,989787,,,3253 SLOPE ST,City of Pittsburgh,1287,Vacant Land,H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4586780151,-80.0575819701,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
1927636,989826,,,524 KEMP ST,City of Pittsburgh,2500,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4303177113,-80.043595037,42003563100,Westwood,2,28,1-18,6,5,Northern,Emerald
1927637,989832,,,1 CLAIRTONICA ST,City of Pittsburgh,2528,Vacant Land,R2-L,URA Transfer,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4382655052,-80.0562295864,42003281500,Crafton Heights,2,28,1-18,6,5,Northern,Emerald
1927638,989834,,,419 FAIRYWOOD ST,City of Pittsburgh,3000,Building,R1D-L,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4475166651,-80.0804652395,42003563000,Fairywood,2,28,1-16,6,5,Northern,Emerald
1927639,989835,,,0 SUMMERDALE ST,City of Pittsburgh,56628,Vacant Land,P,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4558937455,-80.0752548271,42003563000,Windgap,2,28,1-16,6,5,Northern,Emerald
1927640,989827,,,0 TRANTER ST,City of Pittsburgh,4895,Vacant Land,P,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4389265184,-80.0492959686,42003281500,Crafton Heights,2,28,1-17,6,5,Northern,Emerald
1927641,989828,,,0 TRANTER ST,City of Pittsburgh,4200,Vacant Land,P,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4391109151,-80.0493176947,42003281500,Crafton Heights,2,28,1-17,6,5,Northern,Emerald
1927642,989829,,,0 NEVA ST,City of Pittsburgh,47611,Vacant Land,R2-L,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4391832239,-80.0481820267,42003281500,Crafton Heights,2,28,1-17,6,5,Northern,Emerald
1927643,989830,,,0 NEVA ST,City of Pittsburgh,47611,Vacant Land,P,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4387801227,-80.0481691315,42003281500,Crafton Heights,2,28,1-17,6,5,Northern,Emerald
1927644,989831,,,0 MAGNUS ST,City of Pittsburgh,10096,Vacant Land,P,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.438388521,-80.0475012907,42003281500,Crafton Heights,2,28,1-17,6,5,Northern,Emerald
1927645,989720,,,0 ELSINORE PL,City of Pittsburgh,914,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4336732838,-79.9620254176,42003040900,South Oakland,3,4,2-10,4,3,Central,Schenley
1927646,989764,,,0 PARKWOOD RD,City of Pittsburgh,9160,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4139933464,-79.9790249144,42003561700,Mt. Oliver,3,16,4-8,3,3,Southern,Schenley
1927647,989765,,,0 QUARRY ST,City of Pittsburgh,5671,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4206819848,-79.983624919,42003170600,South Side Slopes,3,17,4-22,3,3,Southern,Schenley
1927648,989766,,,507 CLIMAX ST,City of Pittsburgh,1875,Vacant Land,R2-H,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4201406697,-79.998476635,42003562400,Beltzhoover,3,18,4-21,3,5,Southern,Emerald
1927649,989767,,,849 FREELAND ST,City of Pittsburgh,3125,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4193962993,-79.9917895727,42003180300,Allentown,3,18,4-6,3,5,Southern,Emerald
1927650,985716,,,427 VANDALIA ST,City of Pittsburgh,2500,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2018-04-20,2019-04-02,40.413764689,-79.9991875948,42003562400,Beltzhoover,3,18,4-21,3,5,Southern,Emerald
1927651,989769,,,808 DELMONT AVE,City of Pittsburgh,2500,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4154364194,-80.0041455578,42003562400,Beltzhoover,3,18,4-16,3,5,Southern,Emerald
1927652,989770,,,443 VANDALIA ST,City of Pittsburgh,2500,Building,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4137691018,-79.9986430503,42003562400,Beltzhoover,3,18,4-21,3,5,Southern,Emerald
1927653,989841,,,103 JUCUNDA ST,City of Pittsburgh,3330,Building,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4175434297,-79.9883792446,42003300100,Knoxville,3,30,4-6,3,5,Southern,Emerald
1927654,989842,,,138 KNOX AVE,City of Pittsburgh,2317,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4144624039,-79.9902567933,42003300100,Knoxville,3,30,4-7,3,5,Southern,Emerald
1927655,989774,,,0 CAGWIN ST,City of Pittsburgh,5304,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.408033794,-80.0287448475,42003192000,Beechview,4,19,4-28,6,5,Southern,Emerald
1927656,989838,,,0 ALPLAUS ST,City of Pittsburgh,9050,Vacant Land,P,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.3992006008,-79.9815373592,42003290200,Carrick,4,29,4-12,3,3,Southern,Schenley
1927657,989839,,,0 NOBLES LN,City of Pittsburgh,2800,Vacant Land,P,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4015388991,-79.9976061254,42003290100,Carrick,4,29,4-23,3,3,Southern,Schenley
1927658,989836,,,0 E MEYERS ST,City of Pittsburgh,10000,Vacant Land,R1D-H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.401107324,-79.9814541324,42003290200,Carrick,4,29,4-12,3,3,Southern,Schenley
1927659,989837,,,0 E MEYERS ST,City of Pittsburgh,5000,Vacant Land,R1D-H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4011313531,-79.981292527,42003290200,Carrick,4,29,4-12,3,3,Southern,Schenley
1927660,989840,,,0 CANDOR ST,City of Pittsburgh,6150,Vacant Land,P,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.3962802819,-79.9942404078,42003290100,Carrick,4,29,4-23,3,3,Southern,Schenley
1927661,989843,,,0 EDGEBROOK AVE,City of Pittsburgh,9852,Vacant Land,H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4008122806,-80.0038743959,42003320600,Brookline,4,32,4-25,6,5,Southern,Emerald
1927662,989844,,,0 EDGEBROOK AVE,City of Pittsburgh,8750,Vacant Land,H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4007605849,-80.0040476431,42003320600,Brookline,4,32,4-25,6,5,Southern,Emerald
1927663,989845,,,0 EDGEBROOK AVE,City of Pittsburgh,13108,Vacant Land,H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4006524326,-80.0044370408,42003320600,Brookline,4,32,4-25,6,5,Southern,Emerald
1927664,989846,,,14 ZIMMERMAN ST,City of Pittsburgh,2466,Vacant Land,R1D-L,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4001139977,-80.0029880208,42003320600,Brookline,4,32,4-25,6,5,Southern,Emerald
1927665,989847,,,0 ZIMMERMAN ST,City of Pittsburgh,5900,Vacant Land,R1D-L,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4003305734,-80.0031519639,42003320600,Brookline,4,32,4-25,6,5,Southern,Emerald
1927666,989754,,,0 LEBLANC ST,City of Pittsburgh,2400,Vacant Land,R1D-L,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.425705096,-79.8998447605,42003141100,Swisshelm Park,5,14,2-19,4,3,Eastern,Frick
1927667,989755,,,0 LEBLANC ST,City of Pittsburgh,7480,Vacant Land,R1D-L,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4255869632,-79.9001578648,42003141100,Swisshelm Park,5,14,2-19,4,3,Eastern,Frick
1927668,989756,,,1000 WINDERMERE DR,City of Pittsburgh,28986,Vacant Land,R1D-L,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4255138598,-79.901409256,42003141100,Swisshelm Park,5,14,2-19,4,3,Eastern,Frick
1927669,989757,,,0 IVONDALE ST,City of Pittsburgh,4800,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4266757568,-79.9469801157,42003151600,Greenfield,5,15,2-12,4,3,Eastern,Frick
1927670,989758,,,0 IVONDALE ST,City of Pittsburgh,2400,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4266407263,-79.9471060004,42003151600,Greenfield,5,15,2-12,4,3,Eastern,Frick
1927671,989759,,,331 ANDOE ST,City of Pittsburgh,2370,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4265136999,-79.9466610063,42003151600,Greenfield,5,15,2-12,4,3,Eastern,Frick
1927672,989760,,,330 ANDOE ST,City of Pittsburgh,7862,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4262100517,-79.9466752525,42003151600,Greenfield,5,15,2-12,4,3,Eastern,Frick
1927673,989761,,,508 PRESCOTT ST,City of Pittsburgh,2000,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4143888459,-79.9335324844,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1927674,989762,,,41 PRESCOTT ST,City of Pittsburgh,12000,Vacant Land,H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4142140535,-79.933901753,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1927675,989763,,,43 PRESCOTT ST,City of Pittsburgh,6000,Vacant Land,H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4140462944,-79.9340301943,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1927676,977847,,,63 WHEELING ST,City of Pittsburgh,3530,Vacant Land,P,Public Sale,Sale Pending,Treasurer Sale,2017-09-01,2019-04-18,40.3806977447,-79.9322169227,42003562900,Hays,5,31,4-20,4,3,Eastern,Frick
1927677,989719,,,2610 FORBES AVE,City of Pittsburgh,2640,Building,H,Hold for Study,Unknown,Treasurer Sale,2018-10-19,2019-04-22,40.4356420748,-79.9672463879,42003040900,South Oakland,6,4,2-10,4,3,Central,Schenley
1927678,989721,,,707 MORGAN ST,City of Pittsburgh,750,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4514444617,-79.9693266285,42003050900,Bedford Dwellings,6,5,2-5,2,3,Central,Schenley
1927679,989722,,,709 MORGAN ST,City of Pittsburgh,830,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4514859927,-79.9693550592,42003050900,Bedford Dwellings,6,5,2-5,2,3,Central,Schenley
1927680,989728,,,3440 MONROE ST,City of Pittsburgh,2277,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4563192418,-79.961064793,42003050600,Upper Hill,6,5,2-24,2,3,Central,Schenley
1927681,989723,,,2509 UPTON ST,City of Pittsburgh,2240,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4492231389,-79.9718585986,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1927682,989724,,,2517 UPTON ST,City of Pittsburgh,1060,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4492592792,-79.971561901,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1927683,989725,,,2446 WEBSTER AVE,City of Pittsburgh,1598,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4493599434,-79.9725533371,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1927684,989726,,,2454 BEDFORD AVE,City of Pittsburgh,2000,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4502063022,-79.9730796388,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1927685,989727,,,500 JUNILLA ST,City of Pittsburgh,1035,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4464110742,-79.9705223736,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1927686,989730,,,705 FINLAND ST,City of Pittsburgh,5000,Vacant Land,R2-L,CDC Property Reserve,Sale Pending,Treasurer Sale,2018-10-19,2019-04-22,40.4561644408,-79.9583454964,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1927687,989731,,,3002 CAMP ST,City of Pittsburgh,791,Building,R2-L,CDC Property Reserve,Sale Pending,Treasurer Sale,2018-10-19,2019-04-22,40.4506007696,-79.9594362623,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1927688,989793,,,0 OHERN ST,City of Pittsburgh,2700,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4594982787,-80.0139448825,42003250300,Central Northside,6,25,1-21,1,1,Northern,Riverview
1927689,989795,,,543 CHAUTAUQUA ST,City of Pittsburgh,2009,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4643061169,-80.0163156829,42003261400,Perry South,6,25,1-12,1,1,Northern,Riverview
1927690,989796,,,545 CHAUTAUQUA ST,City of Pittsburgh,1951,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4642829045,-80.0163734145,42003261400,Perry South,6,25,1-12,1,1,Northern,Riverview
1927691,989797,,,605 CHAUTAUQUA ST,City of Pittsburgh,7130,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4641023082,-80.016671765,42003261400,Perry South,6,25,1-12,1,1,Northern,Riverview
1927692,989798,,,0 CHAUTAUQUA ST,City of Pittsburgh,2840,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.464654449,-80.0152973283,42003261400,Perry South,6,25,1-12,1,1,Northern,Riverview
1927693,989799,,,515 CHAUTAUQUA ST,City of Pittsburgh,4290,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4646292965,-80.0153884817,42003261400,Perry South,6,25,1-12,1,1,Northern,Riverview
1927694,989800,,,519 CHAUTAUQUA ST,City of Pittsburgh,4320,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4645785965,-80.0154708775,42003261400,Perry South,6,25,1-12,1,1,Northern,Riverview
1927695,989801,,,0 MELROSE AVE,City of Pittsburgh,1500,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4644598573,-80.0154995361,42003261400,Perry South,6,25,1-12,1,1,Northern,Riverview
1927696,989822,,,2651 VETERAN ST,City of Pittsburgh,3740,Building,H,Public Sale,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4722848651,-80.0095953392,42003261500,Perry South,6,26,1-23,1,1,Northern,Riverview
1927697,989803,,,0 CHESTER AVE,City of Pittsburgh,3494,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4666424306,-80.0164417548,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
1927698,989804,,,0 CHESTER AVE,City of Pittsburgh,8004,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2018-10-19,2019-04-22,40.4663548065,-80.0171135004,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
