_id,id,pin,address,owner,parc_sq_ft,class,zoned_as,inventory_type,current_status,acquisition_method,acquisition_date,last_updated,latitude,longitude,census_tract,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
3504951,177966,0120P00142000000,0240 57TH ST,City of Pittsburgh,7860,Vacant Land,H,Legislated Greenway,Permanent City Ownership,Treasurer Sale,1948-06-07,2023-06-05,40.4833587183,-79.9448240334,42003101100,Upper Lawrenceville,7,10,3-5,2,2,Central,Highland
3504952,177967,0120P00148000000,254 57TH ST,City of Pittsburgh,3,Vacant Land,H,Legislated Greenway,Permanent City Ownership,Treasurer Sale,1948-06-07,2023-06-05,40.4832257044,-79.9445136775,42003101100,Upper Lawrenceville,7,10,3-5,2,2,Central,Highland
3504953,177968,0120P00150000000,260 57TH ST,City of Pittsburgh,2780,Vacant Land,H,Legislated Greenway,Permanent City Ownership,Treasurer Sale,1972-06-05,2023-06-05,40.4831772497,-79.944395299,42003101100,Upper Lawrenceville,7,10,3-5,2,2,Central,Highland
3504954,175872,0050L00104000000,5220 KINCAID ST,City of Pittsburgh,3800,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,1979-06-04,2023-06-16,40.4665073429,-79.938854749,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
3504955,182665,0081C00016000000,4603 STANTON AVE,City of Pittsburgh,9328,Building,R1D-L,City Facility,Permanent City Ownership,Treasurer Sale,2005-09-11,2023-06-07,40.48148418109917,-79.93727228788903,42003101800,Stanton Heights,7,10,3-7,5,2,Central,Highland
3504956,177957,0120N00182000000,0197 WICKLIFF ST,City of Pittsburgh,5445,Vacant Land,R1D-L,Legislated Greenway,Permanent City Ownership,Treasurer Sale,1977-09-12,2023-06-05,40.4823463651,-79.9453655991,42003101800,Stanton Heights,7,10,3-5,5,2,Central,Highland
3504957,177962,0120P00001000000,0602 WICKLIFF ST,City of Pittsburgh,6000,Vacant Land,R1D-L,Legislated Greenway,Permanent City Ownership,Treasurer Sale,1948-06-07,2023-06-05,40.4825130626,-79.9451684982,42003101800,Stanton Heights,7,10,3-5,5,2,Central,Highland
3504958,177963,0120P00004000000,0604 WICKLIFF ST,City of Pittsburgh,5005,Vacant Land,R1D-L,Legislated Greenway,Permanent City Ownership,Treasurer Sale,1948-06-07,2023-06-05,40.482644392,-79.9450195641,42003101800,Stanton Heights,7,10,3-5,5,2,Central,Highland
3504959,177964,0120P00111000000,507 56TH ST,City of Pittsburgh,3186,Vacant Land,H,Legislated Greenway,Permanent City Ownership,Treasurer Sale,1994-12-09,2023-06-05,40.4830167777,-79.9449749444,42003101800,Stanton Heights,7,10,3-5,5,2,Central,Highland
3504960,914420,0124S00185000000,906  LAXTON ST,City of Pittsburgh,4251,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2016-08-19,2023-06-07,40.4630635745,-79.9017648356,42003120700,Homewood West,9,12,3-18,5,2,Eastern,Frick
3504961,977788,0174F00315000000,7220 IDLEWILD ST,City of Pittsburgh,2500,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2017-09-01,2023-06-22,40.4577407403,-79.8950857945,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Frick
3504962,983149,0023G00058000000,1417 BOYLE ST,City of Pittsburgh,1598,Vacant Land,R1A-VH,Public Sale,Sale Pending,Treasurer Sale,2017-10-27,2023-06-29,40.4579114053,-80.0066953543,42003220600,Central Northside,1,25,1-6,1,1,Northern,Riverview
3504963,173680,0023E00140000000,523 W JEFFERSON ST,City of Pittsburgh,1405,Vacant Land,R1A-VH,Public Sale,Sale Pending,Treasurer Sale,1985-10-07,2023-06-16,40.458749239,-80.0135810581,42003250300,Central Northside,1,25,1-21,1,1,Northern,Riverview
3504964,184767,0045M00099000000,2448  N CHARLES ST,City of Pittsburgh,1975,Vacant Land,R1D-H,URA Transfer,Sale Pending,Treasurer Sale,2015-08-14,2023-06-15,40.466299786,-80.0196289427,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
3504965,183513,0045M00100000000,2446  N CHARLES ST,City of Pittsburgh,1931,Vacant Land,R1D-H,URA Transfer,Sale Pending,,,2023-06-15,40.4662635998,-80.0196798522,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
3504966,183514,0045M00101000000,2444  N CHARLES ST,City of Pittsburgh,1861,Vacant Land,R1D-H,URA Transfer,Sale Pending,,,2023-06-15,40.4662224906,-80.0197269877,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
3504967,183515,0045M00102000000,2442  N CHARLES ST,City of Pittsburgh,1780,Vacant Land,R1D-H,URA Transfer,Sale Pending,,,2023-06-15,40.4661837595,-80.0197746821,42003261400,Perry South,6,26,1-12,1,1,Northern,Riverview
3504968,954528,0095F00233000000,0 YALE DR,City of Pittsburgh,5674,Vacant Land,R1D-H,Hold for Study,Hold for Study,,2013-12-20,2023-06-08,40.3902080017,-79.9919422144,42003290400,Carrick,4,29,4-23,3,4,Southern,McKinley
3504969,177486,0095K00224000000,2248 LUCINA AVE,City of Pittsburgh,1572,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,1965-06-07,2023-06-22,40.3874609908,-79.992495179,42003320400,Overbrook,4,32,4-23,3,4,Southern,McKinley
3504970,176317,0056C00119000000,4826 GIDDINGS ST,City of Pittsburgh,2760,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2012-10-26,2023-06-05,40.4135519546,-79.9383937346,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
3504971,176819,0070E00046000000,514 FAIRYWOOD ST,City of Pittsburgh,2900,Vacant Land,R1D-L,Public Sale,Sale Pending,Treasurer Sale,1985-10-07,2023-06-05,40.4485070062,-80.0811278064,42003563000,Fairywood,2,28,1-16,6,5,Northern,Emerald
3504972,914378,0055S00180000000,0  INDUS ST,City of Pittsburgh,25200,Vacant Land,H,Unknown,Unknown,Treasurer Sale,2016-08-19,2022-05-25,40.4152538778,-79.935629712,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
3504973,184532,0015B00085000000,533  GRIFFIN,City of Pittsburgh,1444,Vacant Land,R1D-H,Public Sale,Sale Pending,Unknown,2009-11-20,2022-05-06,40.4222641556,-80.0108304374,42003191500,Mount Washington,2,19,4-27,3,5,Southern,Western
3504974,977839,0107M00040000000,2108 MAZETTE PL,City of Pittsburgh,4000,Building,R1D-L,Public Sale,Sale Pending,Treasurer Sale,2017-09-01,2022-05-06,40.4464606633,-80.0842316138,42003563000,Fairywood,2,28,1-16,6,5,Northern,Western
3504975,983061,0029C00013000000,0 WAKEFIELD ST,City of Pittsburgh,1000,Vacant Land,H,Unknown Public Use,Hold for Study,Treasurer Sale,2017-10-27,2018-05-30,40.4310827789,-79.9571643018,42003040900,South Oakland,3,4,2-11,4,3,Central,Schenley
3504976,983060,0028P00109000000,361 LAWN ST,City of Pittsburgh,1661,Vacant Land,R1A-VH,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4337711934,-79.9611758027,42003040900,South Oakland,3,4,2-10,4,3,Central,Schenley
3504977,983056,0011F00181000000,2013 DE RUAD ST,City of Pittsburgh,1481,Building,R2-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4387023859,-79.9761128606,42003040200,West Oakland,6,4,2-1,4,3,Central,Schenley
3504978,983057,0011F00183000000,2015 DE RUAD ST,City of Pittsburgh,3000,Building,R2-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4386962852,-79.9760398109,42003040200,West Oakland,6,4,2-1,4,3,Central,Schenley
3504979,983062,0010C00076000000,2610 BEDFORD AVE,City of Pittsburgh,2640,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4510707132,-79.9710077974,42003050900,Bedford Dwellings,6,5,2-5,2,3,Central,Schenley
3504980,983063,0010C00077000000,2612 BEDFORD AVE,City of Pittsburgh,2640,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4511021087,-79.9709317501,42003050900,Bedford Dwellings,6,5,2-5,2,3,Central,Schenley
3504981,983065,0010D00128000000,713 WEBSTER TER,City of Pittsburgh,1394,Building,RM-M,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4519831093,-79.9680532021,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
3504982,983066,0010G00040000000,2447 WYLIE AVE,City of Pittsburgh,2608,Vacant Land,LNC,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4481834905,-79.9719492393,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
3504983,983068,0010G00211000000,633 DUFF ST,City of Pittsburgh,1940,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4485817626,-79.9732372087,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
3504984,983069,0010G00212000000,635 DUFF ST,City of Pittsburgh,1940,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4486317131,-79.9732670454,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
3504985,983064,0010C00085000000,2628 BEDFORD AVE,City of Pittsburgh,2096,Building,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2017-10-27,2018-05-30,40.4513338251,-79.970389229,42003050900,Bedford Dwellings,6,5,2-5,2,3,Central,Schenley
3504986,983158,0010F00104000000,2354 BEDFORD AVE,City of Pittsburgh,3000,Vacant Land,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2017-10-27,2018-05-30,40.4494804108,-79.9747193178,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
3504987,983159,0010F00105000000,2352 BEDFORD AVE,City of Pittsburgh,1522,Vacant Land,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2017-10-27,2018-05-30,40.4494509782,-79.9747764218,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
3504988,983160,0010G00356000000,2401 WEBSTER AVE,City of Pittsburgh,967,Building,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2017-10-27,2018-05-30,40.4493547965,-79.9735515477,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
3504989,983070,0010L00260000000,2501 CENTRE AVE,City of Pittsburgh,4721,Building,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2017-10-27,2018-05-30,40.4456981035,-79.9706886382,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
3504990,983071,0026P00072000000,738 CLARISSA ST,City of Pittsburgh,2946,Vacant Land,R2-L,CDC Property Reserve,Sale Pending,Treasurer Sale,2017-10-27,2018-05-30,40.4531208903,-79.9605589609,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
3504991,983165,0026K00057000000,3423 RIDGEWAY ST,City of Pittsburgh,2610,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4569784101,-79.9611246969,42003060500,Polish Hill,7,6,2-24,2,3,Central,Highland
3504992,983072,0026E00309000000,3416 RUTHVEN ST,City of Pittsburgh,2200,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4596856548,-79.9630375263,42003060500,Polish Hill,7,6,2-6,2,6,Central,Highland
3504993,983073,0026E00310000000,3418 RUTHVEN ST,City of Pittsburgh,2200,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4597008626,-79.9629636826,42003060500,Polish Hill,7,6,2-6,2,6,Central,Highland
3504994,983074,0026E00312000000,3422 RUTHVEN ST,City of Pittsburgh,2200,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.459731933,-79.9628098802,42003060500,Polish Hill,7,6,2-6,2,6,Central,Highland
3504995,983075,0026F00079000000,0 FLEETWOOD ST,City of Pittsburgh,3978,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4597312457,-79.9582930382,42003060500,Polish Hill,7,6,2-6,2,6,Central,Highland
3504996,983161,0026F00316000000,3529 RIDGEWAY ST,City of Pittsburgh,9418,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4579220529,-79.9593167513,42003060500,Polish Hill,7,6,2-24,2,3,Central,Highland
3504997,983162,0026F00318000000,0 RIDGEWAY ST,City of Pittsburgh,2090,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4578170513,-79.959499768,42003060500,Polish Hill,7,6,2-24,2,3,Central,Highland
3504998,983163,0026J00155000000,3303 RIDGEWAY ST,City of Pittsburgh,792,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4554537809,-79.9658726129,42003060500,Polish Hill,7,6,2-24,2,3,Central,Highland
3504999,983164,0026K00048000000,0 RIDGEWAY ST,City of Pittsburgh,1716,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4571854325,-79.9604847244,42003060500,Polish Hill,7,6,2-24,2,3,Central,Highland
3505000,983077,0124L00264000000,6546 ROWAN ST,City of Pittsburgh,1587,Building,RM-M,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4657679469,-79.9056390854,42003120300,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Highland
3505001,983079,0173N00200000000,7051 CHAUCER ST,City of Pittsburgh,2000,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4636398299,-79.8971195981,42003130100,Homewood North,9,13,3-18,5,2,Eastern,Highland
3505002,983081,0174F00093000000,7338 HERMITAGE ST,City of Pittsburgh,2318,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4591336204,-79.8915170395,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
3505003,983085,0175H00223000000,8017 NIMICK PL,City of Pittsburgh,1600,Building,RM-M,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4501840087,-79.8836105804,42003130600,East Hills,9,13,3-17,5,2,Eastern,Frick
3505004,983088,0056F00319000A00,132 MARSDEN ST,City of Pittsburgh,700,Vacant Land,R1A-H,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4104723404,-79.9431235441,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
3505005,983089,0057C00213000000,54 ALMEDA ST,City of Pittsburgh,2880,Vacant Land,R1A-H,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4031886394,-79.9395463543,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
3505006,983108,0021P00215000000,2430 GLENMAWR ST,City of Pittsburgh,3275,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4531320207,-80.0430933337,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
3505007,983109,0042H00137000000,340 MINTON ST,City of Pittsburgh,2475,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4577275953,-80.0511285562,42003562500,Sheraden,2,20,1-16,6,5,Northern,Emerald
3505008,983117,0022C00074000000,1204 CALIFORNIA AVE,City of Pittsburgh,1230,Vacant Land,R1A-M,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4603813724,-80.0244309186,42003250700,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
3505009,983118,0022E00243000000,1449 WARNER ST,City of Pittsburgh,1478,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4577023057,-80.0292908542,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505010,983119,0022E00258000000,1428 WARNER ST,City of Pittsburgh,1095,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4580427719,-80.0287929107,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505011,983120,0022E00259000A00,1430 WARNER ST,City of Pittsburgh,1115,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4580303653,-80.0288602881,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505012,983121,0022E00261000000,1437 ADAMS ST,City of Pittsburgh,2580,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4580971814,-80.0290321319,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505013,983122,0022E00266000000,1814 CHATEAU ST,City of Pittsburgh,1080,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4578756128,-80.0294140543,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505014,983123,0022E00273000000,1900 CHATEAU ST,City of Pittsburgh,2500,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4583910026,-80.0295070265,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505015,983124,0022E00274000000,1902 CHATEAU ST,City of Pittsburgh,2300,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4584548974,-80.0295237223,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505016,983125,0022E00280000A00,1445 BELDALE ST,City of Pittsburgh,1320,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4586563916,-80.0293718951,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505017,983126,0022E00282000000,1434 ADAMS ST,City of Pittsburgh,2793,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4585945066,-80.0291974905,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505018,983127,0022E00289000000,1424 ADAMS ST,City of Pittsburgh,1600,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4585939468,-80.0288193588,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505019,983128,0022E00290000000,1422 ADAMS ST,City of Pittsburgh,1782,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4586153342,-80.0287523055,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505020,983129,0022E00311000000,1446 BELDALE ST,City of Pittsburgh,1400,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4589002924,-80.0294512607,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505021,983130,0022F00142000000,0 WARNER ST,City of Pittsburgh,1183,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4583879341,-80.0268930412,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505022,983132,0022F00146000A00,1311 ADAMS ST,City of Pittsburgh,1440,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4586124097,-80.0266559159,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505023,983133,0022F00155000000,1817 FULTON ST,City of Pittsburgh,900,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4584832536,-80.0263197086,42003210700,Manchester,6,21,1-8,1,1,Northern,Riverview
3505024,983138,0024D00003000000,1417 SPRING GARDEN AVE,City of Pittsburgh,2794,Vacant Land,R1A-M,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4620927857,-79.9868853502,42003241200,Spring Garden,1,24,1-24,1,1,Northern,Riverview
3505025,983139,0024D00004000000,1425 SPRING GARDEN AVE,City of Pittsburgh,7468,Vacant Land,R1A-M,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4622021693,-79.9868184716,42003241200,Spring Garden,1,24,1-24,1,1,Northern,Riverview
3505026,983136,0024C00326000000,1307 TELL ST,City of Pittsburgh,2284,Building,R1A-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2017-10-27,2018-05-30,40.4602613236,-79.9882134501,42003241200,Spring Garden,1,24,1-5,1,1,Northern,Riverview
3505027,983137,0024C00327000100,1307 TELL ST,City of Pittsburgh,1078,Vacant Land,R1A-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2017-10-27,2018-05-30,40.4602198238,-79.9881129127,42003241200,Spring Garden,1,24,1-5,1,1,Northern,Riverview
3505028,983146,0023D00084000000,69 EDENVALE ST,City of Pittsburgh,884,Building,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.462381955,-80.0033151274,42003250900,Fineview,1,25,1-10,1,1,Northern,Riverview
3505029,983147,0023D00085000000,71 EDENVALE ST,City of Pittsburgh,1100,Building,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4624293381,-80.0033290526,42003250900,Fineview,1,25,1-10,1,1,Northern,Riverview
3505030,983148,0023F00045000000,0 PERRYSVILLE AVE,City of Pittsburgh,56175,Vacant Land,H,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4598219672,-80.0098446945,42003250300,Central Northside,6,25,1-10,1,1,Northern,Riverview
3505031,983169,0046P00334000000,2106 LETSCHE ST,City of Pittsburgh,3240,Building,R1D-L,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4647206669,-80.0087830107,42003250900,Fineview,6,25,1-10,1,1,Northern,Riverview
3505032,983142,0022D00251000000,2018 N CHARLES ST,City of Pittsburgh,8800,Vacant Land,H,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4620647804,-80.0176512072,42003261400,Perry South,6,25,1-10,1,1,Northern,Riverview
3505033,983143,0022G00189000000,936 CALIFORNIA AVE,City of Pittsburgh,1650,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2017-10-27,2018-05-30,40.4592187231,-80.0205431648,42003250700,California-Kirkbride,6,25,1-9,1,1,Northern,Riverview
